
  &&electric field in cartesian unit:  1.000000e-03  0.000000e+00  0.000000e+00 
  &&current at groud state:    1.5473026735e-02    0.0000000000e+00    0.0000000000e+00 
  0.000000    1.5474510553e-02    1.0991469207e-03    1.1081135744e-03   1.5403459418e-02
  0.200000    1.5474223699e-02    1.0994086353e-03    1.1377357846e-03   1.5265913483e-02
  0.400000    1.5473936372e-02    1.0996802741e-03    1.1666382656e-03   1.5133564941e-02
  0.600000    1.5473646429e-02    1.0999446493e-03    1.1941047311e-03   1.5009623035e-02
  0.800000    1.5473352506e-02    1.1001857073e-03    1.2194342142e-03   1.4897050217e-02
  1.000000    1.5473053988e-02    1.1003894100e-03    1.2419697629e-03   1.4798430419e-02
  1.200000    1.5472751038e-02    1.1005444505e-03    1.2611167220e-03   1.4715886297e-02
  1.400000    1.5472444572e-02    1.1006428064e-03    1.2763600205e-03   1.4651013885e-02
  1.600000    1.5472136195e-02    1.1006801046e-03    1.2872799267e-03   1.4604837015e-02
  1.800000    1.5471827747e-02    1.1006558369e-03    1.2935771615e-03   1.4577727387e-02
  2.000000    1.5471522300e-02    1.1005731531e-03    1.2950334770e-03   1.4569618784e-02
  2.200000    1.5471222825e-02    1.1004387530e-03    1.2915869093e-03   1.4579759177e-02
  2.400000    1.5470932459e-02    1.1002623976e-03    1.2833090465e-03   1.4606853866e-02
  2.600000    1.5470654422e-02    1.1000562021e-03    1.2704548249e-03   1.4648993925e-02
  2.800000    1.5470391652e-02    1.0998341867e-03    1.2533223799e-03   1.4704087870e-02
  3.000000    1.5470147043e-02    1.0996112072e-03    1.2323680869e-03   1.4769637225e-02
  3.200000    1.5469923245e-02    1.0994021804e-03    1.2081596612e-03   1.4842920859e-02
  3.400000    1.5469722626e-02    1.0992212367e-03    1.1813609294e-03   1.4921096836e-02
  3.600000    1.5469547268e-02    1.0990809251e-03    1.1527131227e-03   1.5001305453e-02
  3.800000    1.5469398988e-02    1.0989915133e-03    1.1230131946e-03   1.5080769478e-02
  4.000000    1.5469279384e-02    1.0989604185e-03    1.0930898024e-03   1.5156887802e-02
  4.200000    1.5469189884e-02    1.0989917995e-03    1.0637777107e-03   1.5227319118e-02
  4.400000    1.5469131807e-02    1.0990863290e-03    1.0358914686e-03   1.5290052725e-02
  4.600000    1.5469106419e-02    1.0992411580e-03    1.0101992762e-03   1.5343464174e-02
  4.800000    1.5469114969e-02    1.0994500697e-03    9.8739798629e-04   1.5386354190e-02
  5.000000    1.5469158711e-02    1.0997038155e-03    9.6809017685e-04   1.5417969984e-02
  5.200000    1.5469238893e-02    1.0999906102e-03    9.5276418249e-04   1.5438008878e-02
  5.400000    1.5469356717e-02    1.1002967606e-03    9.4177788620e-04   1.5446604834e-02
  5.600000    1.5469513266e-02    1.1006073899e-03    9.3534694753e-04   1.5444299189e-02
  5.800000    1.5469709403e-02    1.1009072205e-03    9.3353798634e-04   1.5431997466e-02
